id,slug,name,description,meal_type,serving_size_g,serving_description,curation_status,is_pilot,nutrition_source,calculation_version,curation_notes,created_at,updated_at,curation_batch
batch-07-024,batch-07-nasi-tempe-terong-segar-dan-arbai,"Nasi, Tempe, Terong Segar, dan Arbai","Nasi, Tempe, Terong Segar, dan Arbai, komposisi unik Batch 7 dengan porsi berbasis TKPI.",lunch,490.0,"1 porsi (490 g)",approved,0,"Tabel Komposisi Pangan Indonesia 2017",tkpi-weighted-v1,"Kandidat Batch 7. Makro, natrium, nama, dan komposisi diperiksa sebelum approval.",2026-07-28T13:33:22.821Z,2026-07-28T13:33:26.643Z,7
batch-07-025,batch-07-nasi-merah-kacang-merah-daun-kol-sawi-segar-dan-arbai,"Nasi Merah, Kacang Merah, Daun Kol Sawi Segar, dan Arbai","Nasi Merah, Kacang Merah, Daun Kol Sawi Segar, dan Arbai, komposisi unik Batch 7 dengan porsi berbasis TKPI.",lunch,520.0,"1 porsi (520 g)",approved,0,"Tabel Komposisi Pangan Indonesia 2017",tkpi-weighted-v1,"Kandidat Batch 7. Makro, natrium, nama, dan komposisi diperiksa sebelum approval.",2026-07-28T13:33:22.821Z,2026-07-28T13:33:26.643Z,7
batch-07-026,batch-07-nasi-kacang-merah-segar-daun-labu-siam-segar-dan-arbai,"Nasi, Kacang Merah Segar, Daun Labu Siam Segar, dan Arbai","Nasi, Kacang Merah Segar, Daun Labu Siam Segar, dan Arbai, komposisi unik Batch 7 dengan porsi berbasis TKPI.",lunch,520.0,"1 porsi (520 g)",approved,0,"Tabel Komposisi Pangan Indonesia 2017",tkpi-weighted-v1,"Kandidat Batch 7. Makro, natrium, nama, dan komposisi diperiksa sebelum approval.",2026-07-28T13:33:22.821Z,2026-07-28T13:33:26.643Z,7
batch-07-027,batch-07-nasi-merah-kacang-tolo-daun-oyong-segar-dan-arbai,"Nasi Merah, Kacang Tolo, Daun Oyong Segar, dan Arbai","Nasi Merah, Kacang Tolo, Daun Oyong Segar, dan Arbai, komposisi unik Batch 7 dengan porsi berbasis TKPI.",lunch,520.0,"1 porsi (520 g)",approved,0,"Tabel Komposisi Pangan Indonesia 2017",tkpi-weighted-v1,"Kandidat Batch 7. Makro, natrium, nama, dan komposisi diperiksa sebelum approval.",2026-07-28T13:33:22.822Z,2026-07-28T13:33:26.643Z,7
batch-07-028,batch-07-nasi-kacang-gude-daun-pakis-segar-dan-arbai,"Nasi, Kacang Gude, Daun Pakis Segar, dan Arbai","Nasi, Kacang Gude, Daun Pakis Segar, dan Arbai, komposisi unik Batch 7 dengan porsi berbasis TKPI.",lunch,520.0,"1 porsi (520 g)",approved,0,"Tabel Komposisi Pangan Indonesia 2017",tkpi-weighted-v1,"Kandidat Batch 7. Makro, natrium, nama, dan komposisi diperiksa sebelum approval.",2026-07-28T13:33:22.822Z,2026-07-28T13:33:26.643Z,7
batch-07-029,batch-07-nasi-merah-mujahir-goreng-gambas-segar-dan-arbai,"Nasi Merah, Mujahir Goreng, Gambas Segar, dan Arbai","Nasi Merah, Mujahir Goreng, Gambas Segar, dan Arbai, komposisi unik Batch 7 dengan porsi berbasis TKPI.",lunch,480.0,"1 porsi (480 g)",approved,0,"Tabel Komposisi Pangan Indonesia 2017",tkpi-weighted-v1,"Kandidat Batch 7. Makro, natrium, nama, dan komposisi diperiksa sebelum approval.",2026-07-28T13:33:22.822Z,2026-07-28T13:33:26.644Z,7
batch-07-030,batch-07-nasi-bebek-goreng-labu-siam-segar-dan-arbai,"Nasi, Bebek Goreng, Labu Siam Segar, dan Arbai","Nasi, Bebek Goreng, Labu Siam Segar, dan Arbai, komposisi unik Batch 7 dengan porsi berbasis TKPI.",lunch,490.0,"1 porsi (490 g)",approved,0,"Tabel Komposisi Pangan Indonesia 2017",tkpi-weighted-v1,"Kandidat Batch 7. Makro, natrium, nama, dan komposisi diperiksa sebelum approval.",2026-07-28T13:33:22.822Z,2026-07-28T13:33:26.644Z,7
batch-07-031,batch-07-nasi-merah-ikan-lais-rebung-segar-dan-arbai,"Nasi Merah, Ikan Lais, Rebung Segar, dan Arbai","Nasi Merah, Ikan Lais, Rebung Segar, dan Arbai, komposisi unik Batch 7 dengan porsi berbasis TKPI.",lunch,510.0,"1 porsi (510 g)",approved,0,"Tabel Komposisi Pangan Indonesia 2017",tkpi-weighted-v1,"Kandidat Batch 7. Makro, natrium, nama, dan komposisi diperiksa sebelum approval.",2026-07-28T13:33:22.822Z,2026-07-28T13:33:26.644Z,7
batch-07-032,batch-07-nasi-kedelai-rebus-sawi-segar-dan-arbai,"Nasi, Kedelai Rebus, Sawi Segar, dan Arbai","Nasi, Kedelai Rebus, Sawi Segar, dan Arbai, komposisi unik Batch 7 dengan porsi berbasis TKPI.",lunch,500.0,"1 porsi (500 g)",approved,0,"Tabel Komposisi Pangan Indonesia 2017",tkpi-weighted-v1,"Kandidat Batch 7. Makro, natrium, nama, dan komposisi diperiksa sebelum approval.",2026-07-28T13:33:22.822Z,2026-07-28T13:33:26.644Z,7
batch-07-033,batch-07-nasi-merah-kacang-belimbing-terong-segar-dan-arbai,"Nasi Merah, Kacang Belimbing, Terong Segar, dan Arbai","Nasi Merah, Kacang Belimbing, Terong Segar, dan Arbai, komposisi unik Batch 7 dengan porsi berbasis TKPI.",lunch,500.0,"1 porsi (500 g)",approved,0,"Tabel Komposisi Pangan Indonesia 2017",tkpi-weighted-v1,"Kandidat Batch 7. Makro, natrium, nama, dan komposisi diperiksa sebelum approval.",2026-07-28T13:33:22.822Z,2026-07-28T13:33:26.644Z,7
batch-07-034,batch-07-nasi-merah-ayam-kalasan-daun-labu-siam-segar-dan-jeruk-banjar,"Nasi Merah, Ayam Kalasan, Daun Labu Siam Segar, dan Jeruk Banjar","Nasi Merah, Ayam Kalasan, Daun Labu Siam Segar, dan Jeruk Banjar, komposisi unik Batch 7 dengan porsi berbasis TKPI.",dinner,505.0,"1 porsi (505 g)",approved,0,"Tabel Komposisi Pangan Indonesia 2017",tkpi-weighted-v1,"Kandidat Batch 7. Makro, natrium, nama, dan komposisi diperiksa sebelum approval.",2026-07-28T13:33:22.822Z,2026-07-28T13:33:26.644Z,7
batch-07-035,batch-07-nasi-pepes-mujahir-daun-oyong-segar-dan-jeruk-banjar,"Nasi, Pepes Mujahir, Daun Oyong Segar, dan Jeruk Banjar","Nasi, Pepes Mujahir, Daun Oyong Segar, dan Jeruk Banjar, komposisi unik Batch 7 dengan porsi berbasis TKPI.",dinner,515.0,"1 porsi (515 g)",approved,0,"Tabel Komposisi Pangan Indonesia 2017",tkpi-weighted-v1,"Kandidat Batch 7. Makro, natrium, nama, dan komposisi diperiksa sebelum approval.",2026-07-28T13:33:22.822Z,2026-07-28T13:33:26.644Z,7
batch-07-036,batch-07-nasi-merah-ikan-baung-daun-pakis-segar-dan-jeruk-banjar,"Nasi Merah, Ikan Baung, Daun Pakis Segar, dan Jeruk Banjar","Nasi Merah, Ikan Baung, Daun Pakis Segar, dan Jeruk Banjar, komposisi unik Batch 7 dengan porsi berbasis TKPI.",dinner,515.0,"1 porsi (515 g)",approved,0,"Tabel Komposisi Pangan Indonesia 2017",tkpi-weighted-v1,"Kandidat Batch 7. Makro, natrium, nama, dan komposisi diperiksa sebelum approval.",2026-07-28T13:33:22.822Z,2026-07-28T13:33:26.644Z,7
batch-07-037,batch-07-nasi-pepes-ikan-mas-gambas-segar-dan-jeruk-banjar,"Nasi, Pepes Ikan Mas, Gambas Segar, dan Jeruk Banjar","Nasi, Pepes Ikan Mas, Gambas Segar, dan Jeruk Banjar, komposisi unik Batch 7 dengan porsi berbasis TKPI.",dinner,505.0,"1 porsi (505 g)",approved,0,"Tabel Komposisi Pangan Indonesia 2017",tkpi-weighted-v1,"Kandidat Batch 7. Makro, natrium, nama, dan komposisi diperiksa sebelum approval.",2026-07-28T13:33:22.822Z,2026-07-28T13:33:26.644Z,7
batch-07-038,batch-07-nasi-merah-ikan-papuyu-labu-siam-segar-dan-jeruk-banjar,"Nasi Merah, Ikan Papuyu, Labu Siam Segar, dan Jeruk Banjar","Nasi Merah, Ikan Papuyu, Labu Siam Segar, dan Jeruk Banjar, komposisi unik Batch 7 dengan porsi berbasis TKPI.",dinner,515.0,"1 porsi (515 g)",approved,0,"Tabel Komposisi Pangan Indonesia 2017",tkpi-weighted-v1,"Kandidat Batch 7. Makro, natrium, nama, dan komposisi diperiksa sebelum approval.",2026-07-28T13:33:22.822Z,2026-07-28T13:33:26.644Z,7
batch-07-039,batch-07-nasi-ikan-patin-rebung-segar-dan-jeruk-banjar,"Nasi, Ikan Patin, Rebung Segar, dan Jeruk Banjar","Nasi, Ikan Patin, Rebung Segar, dan Jeruk Banjar, komposisi unik Batch 7 dengan porsi berbasis TKPI.",dinner,515.0,"1 porsi (515 g)",approved,0,"Tabel Komposisi Pangan Indonesia 2017",tkpi-weighted-v1,"Kandidat Batch 7. Makro, natrium, nama, dan komposisi diperiksa sebelum approval.",2026-07-28T13:33:22.822Z,2026-07-28T13:33:26.644Z,7
batch-07-040,batch-07-nasi-merah-cumi-sawi-segar-dan-jeruk-banjar,"Nasi Merah, Cumi, Sawi Segar, dan Jeruk Banjar","Nasi Merah, Cumi, Sawi Segar, dan Jeruk Banjar, komposisi unik Batch 7 dengan porsi berbasis TKPI.",dinner,505.0,"1 porsi (505 g)",approved,0,"Tabel Komposisi Pangan Indonesia 2017",tkpi-weighted-v1,"Kandidat Batch 7. Makro, natrium, nama, dan komposisi diperiksa sebelum approval.",2026-07-28T13:33:22.823Z,2026-07-28T13:33:26.644Z,7
batch-07-041,batch-07-nasi-tahu-terong-segar-dan-jeruk-banjar,"Nasi, Tahu, Terong Segar, dan Jeruk Banjar","Nasi, Tahu, Terong Segar, dan Jeruk Banjar, komposisi unik Batch 7 dengan porsi berbasis TKPI.",dinner,525.0,"1 porsi (525 g)",approved,0,"Tabel Komposisi Pangan Indonesia 2017",tkpi-weighted-v1,"Kandidat Batch 7. Makro, natrium, nama, dan komposisi diperiksa sebelum approval.",2026-07-28T13:33:22.823Z,2026-07-28T13:33:26.644Z,7
batch-07-042,batch-07-nasi-merah-tempe-daun-kol-sawi-segar-dan-jeruk-banjar,"Nasi Merah, Tempe, Daun Kol Sawi Segar, dan Jeruk Banjar","Nasi Merah, Tempe, Daun Kol Sawi Segar, dan Jeruk Banjar, komposisi unik Batch 7 dengan porsi berbasis TKPI.",dinner,495.0,"1 porsi (495 g)",approved,0,"Tabel Komposisi Pangan Indonesia 2017",tkpi-weighted-v1,"Kandidat Batch 7. Makro, natrium, nama, dan komposisi diperiksa sebelum approval.",2026-07-28T13:33:22.823Z,2026-07-28T13:33:26.644Z,7
batch-07-043,batch-07-nasi-kacang-merah-daun-labu-siam-segar-dan-jeruk-banjar,"Nasi, Kacang Merah, Daun Labu Siam Segar, dan Jeruk Banjar","Nasi, Kacang Merah, Daun Labu Siam Segar, dan Jeruk Banjar, komposisi unik Batch 7 dengan porsi berbasis TKPI.",dinner,525.0,"1 porsi (525 g)",approved,0,"Tabel Komposisi Pangan Indonesia 2017",tkpi-weighted-v1,"Kandidat Batch 7. Makro, natrium, nama, dan komposisi diperiksa sebelum approval.",2026-07-28T13:33:22.823Z,2026-07-28T13:33:26.644Z,7
batch-07-044,batch-07-nasi-merah-kacang-merah-segar-daun-oyong-segar-dan-jeruk-banjar,"Nasi Merah, Kacang Merah Segar, Daun Oyong Segar, dan Jeruk Banjar","Nasi Merah, Kacang Merah Segar, Daun Oyong Segar, dan Jeruk Banjar, komposisi unik Batch 7 dengan porsi berbasis TKPI.",dinner,525.0,"1 porsi (525 g)",approved,0,"Tabel Komposisi Pangan Indonesia 2017",tkpi-weighted-v1,"Kandidat Batch 7. Makro, natrium, nama, dan komposisi diperiksa sebelum approval.",2026-07-28T13:33:22.823Z,2026-07-28T13:33:26.644Z,7
batch-07-045,batch-07-nasi-kacang-tolo-daun-pakis-segar-dan-jeruk-banjar,"Nasi, Kacang Tolo, Daun Pakis Segar, dan Jeruk Banjar","Nasi, Kacang Tolo, Daun Pakis Segar, dan Jeruk Banjar, komposisi unik Batch 7 dengan porsi berbasis TKPI.",dinner,525.0,"1 porsi (525 g)",approved,0,"Tabel Komposisi Pangan Indonesia 2017",tkpi-weighted-v1,"Kandidat Batch 7. Makro, natrium, nama, dan komposisi diperiksa sebelum approval.",2026-07-28T13:33:22.823Z,2026-07-28T13:33:26.644Z,7
batch-07-046,batch-07-nasi-merah-kacang-gude-gambas-segar-dan-jeruk-banjar,"Nasi Merah, Kacang Gude, Gambas Segar, dan Jeruk Banjar","Nasi Merah, Kacang Gude, Gambas Segar, dan Jeruk Banjar, komposisi unik Batch 7 dengan porsi berbasis TKPI.",dinner,525.0,"1 porsi (525 g)",approved,0,"Tabel Komposisi Pangan Indonesia 2017",tkpi-weighted-v1,"Kandidat Batch 7. Makro, natrium, nama, dan komposisi diperiksa sebelum approval.",2026-07-28T13:33:22.823Z,2026-07-28T13:33:26.644Z,7
batch-07-047,batch-07-nasi-mujahir-goreng-labu-siam-segar-dan-jeruk-banjar,"Nasi, Mujahir Goreng, Labu Siam Segar, dan Jeruk Banjar","Nasi, Mujahir Goreng, Labu Siam Segar, dan Jeruk Banjar, komposisi unik Batch 7 dengan porsi berbasis TKPI.",dinner,485.0,"1 porsi (485 g)",approved,0,"Tabel Komposisi Pangan Indonesia 2017",tkpi-weighted-v1,"Kandidat Batch 7. Makro, natrium, nama, dan komposisi diperiksa sebelum approval.",2026-07-28T13:33:22.823Z,2026-07-28T13:33:26.644Z,7
batch-07-048,batch-07-nasi-merah-bebek-goreng-rebung-segar-dan-jeruk-banjar,"Nasi Merah, Bebek Goreng, Rebung Segar, dan Jeruk Banjar","Nasi Merah, Bebek Goreng, Rebung Segar, dan Jeruk Banjar, komposisi unik Batch 7 dengan porsi berbasis TKPI.",dinner,495.0,"1 porsi (495 g)",approved,0,"Tabel Komposisi Pangan Indonesia 2017",tkpi-weighted-v1,"Kandidat Batch 7. Makro, natrium, nama, dan komposisi diperiksa sebelum approval.",2026-07-28T13:33:22.823Z,2026-07-28T13:33:26.644Z,7
batch-07-049,batch-07-nasi-ikan-lais-sawi-segar-dan-jeruk-banjar,"Nasi, Ikan Lais, Sawi Segar, dan Jeruk Banjar","Nasi, Ikan Lais, Sawi Segar, dan Jeruk Banjar, komposisi unik Batch 7 dengan porsi berbasis TKPI.",dinner,515.0,"1 porsi (515 g)",approved,0,"Tabel Komposisi Pangan Indonesia 2017",tkpi-weighted-v1,"Kandidat Batch 7. Makro, natrium, nama, dan komposisi diperiksa sebelum approval.",2026-07-28T13:33:22.823Z,2026-07-28T13:33:26.644Z,7
batch-07-050,batch-07-nasi-merah-kedelai-rebus-terong-segar-dan-jeruk-banjar,"Nasi Merah, Kedelai Rebus, Terong Segar, dan Jeruk Banjar","Nasi Merah, Kedelai Rebus, Terong Segar, dan Jeruk Banjar, komposisi unik Batch 7 dengan porsi berbasis TKPI.",dinner,505.0,"1 porsi (505 g)",approved,0,"Tabel Komposisi Pangan Indonesia 2017",tkpi-weighted-v1,"Kandidat Batch 7. Makro, natrium, nama, dan komposisi diperiksa sebelum approval.",2026-07-28T13:33:22.824Z,2026-07-28T13:33:26.644Z,7
batch-07-051,batch-07-nasi-kacang-belimbing-daun-kol-sawi-segar-dan-jeruk-banjar,"Nasi, Kacang Belimbing, Daun Kol Sawi Segar, dan Jeruk Banjar","Nasi, Kacang Belimbing, Daun Kol Sawi Segar, dan Jeruk Banjar, komposisi unik Batch 7 dengan porsi berbasis TKPI.",dinner,505.0,"1 porsi (505 g)",approved,0,"Tabel Komposisi Pangan Indonesia 2017",tkpi-weighted-v1,"Kandidat Batch 7. Makro, natrium, nama, dan komposisi diperiksa sebelum approval.",2026-07-28T13:33:22.824Z,2026-07-28T13:33:26.645Z,7
batch-07-052,batch-07-yoghurt-dan-arbai,"Yoghurt dan Arbai","Yoghurt dan Arbai, komposisi unik Batch 7 dengan porsi berbasis TKPI.",snack,250.0,"1 porsi (250 g)",approved,0,"Tabel Komposisi Pangan Indonesia 2017",tkpi-weighted-v1,"Kandidat Batch 7. Makro, natrium, nama, dan komposisi diperiksa sebelum approval.",2026-07-28T13:33:22.824Z,2026-07-28T13:33:26.645Z,7
batch-07-053,batch-07-yoghurt-dan-jeruk-banjar,"Yoghurt dan Jeruk Banjar","Yoghurt dan Jeruk Banjar, komposisi unik Batch 7 dengan porsi berbasis TKPI.",snack,250.0,"1 porsi (250 g)",approved,0,"Tabel Komposisi Pangan Indonesia 2017",tkpi-weighted-v1,"Kandidat Batch 7. Makro, natrium, nama, dan komposisi diperiksa sebelum approval.",2026-07-28T13:33:22.824Z,2026-07-28T13:33:26.645Z,7
batch-07-054,batch-07-ubi-ungu-dan-durian,"Ubi Ungu dan Durian","Ubi Ungu dan Durian, komposisi unik Batch 7 dengan porsi berbasis TKPI.",snack,200.0,"1 porsi (200 g)",approved,0,"Tabel Komposisi Pangan Indonesia 2017",tkpi-weighted-v1,"Kandidat Batch 7. Makro, natrium, nama, dan komposisi diperiksa sebelum approval.",2026-07-28T13:33:22.824Z,2026-07-28T13:33:26.645Z,7
batch-07-055,batch-07-talas-bogor-dan-duwet,"Talas Bogor dan Duwet","Talas Bogor dan Duwet, komposisi unik Batch 7 dengan porsi berbasis TKPI.",snack,180.0,"1 porsi (180 g)",approved,0,"Tabel Komposisi Pangan Indonesia 2017",tkpi-weighted-v1,"Kandidat Batch 7. Makro, natrium, nama, dan komposisi diperiksa sebelum approval.",2026-07-28T13:33:22.824Z,2026-07-28T13:33:26.645Z,7
batch-07-056,batch-07-kacang-merah-dan-buah-naga-putih,"Kacang Merah dan Buah Naga Putih","Kacang Merah dan Buah Naga Putih, komposisi unik Batch 7 dengan porsi berbasis TKPI.",snack,170.0,"1 porsi (170 g)",approved,0,"Tabel Komposisi Pangan Indonesia 2017",tkpi-weighted-v1,"Kandidat Batch 7. Makro, natrium, nama, dan komposisi diperiksa sebelum approval.",2026-07-28T13:33:22.824Z,2026-07-28T13:33:26.645Z,7
batch-07-057,batch-07-kacang-merah-segar-dan-biwah,"Kacang Merah Segar dan Biwah","Kacang Merah Segar dan Biwah, komposisi unik Batch 7 dengan porsi berbasis TKPI.",snack,160.0,"1 porsi (160 g)",approved,0,"Tabel Komposisi Pangan Indonesia 2017",tkpi-weighted-v1,"Kandidat Batch 7. Makro, natrium, nama, dan komposisi diperiksa sebelum approval.",2026-07-28T13:33:22.824Z,2026-07-28T13:33:26.645Z,7
batch-07-058,batch-07-jagung-rebus-dan-buah-mentega,"Jagung Rebus dan Buah Mentega","Jagung Rebus dan Buah Mentega, komposisi unik Batch 7 dengan porsi berbasis TKPI.",snack,200.0,"1 porsi (200 g)",approved,0,"Tabel Komposisi Pangan Indonesia 2017",tkpi-weighted-v1,"Kandidat Batch 7. Makro, natrium, nama, dan komposisi diperiksa sebelum approval.",2026-07-28T13:33:22.824Z,2026-07-28T13:33:26.645Z,7
batch-07-059,batch-07-ubi-kukus-dan-arbai,"Ubi Kukus dan Arbai","Ubi Kukus dan Arbai, komposisi unik Batch 7 dengan porsi berbasis TKPI.",snack,230.0,"1 porsi (230 g)",approved,0,"Tabel Komposisi Pangan Indonesia 2017",tkpi-weighted-v1,"Kandidat Batch 7. Makro, natrium, nama, dan komposisi diperiksa sebelum approval.",2026-07-28T13:33:22.824Z,2026-07-28T13:33:26.645Z,7
batch-07-060,batch-07-tahu-dan-jeruk-banjar,"Tahu dan Jeruk Banjar","Tahu dan Jeruk Banjar, komposisi unik Batch 7 dengan porsi berbasis TKPI.",snack,180.0,"1 porsi (180 g)",approved,0,"Tabel Komposisi Pangan Indonesia 2017",tkpi-weighted-v1,"Kandidat Batch 7. Makro, natrium, nama, dan komposisi diperiksa sebelum approval.",2026-07-28T13:33:22.824Z,2026-07-28T13:33:26.645Z,7
batch-08-001,batch-08-talas-belitung-kacang-merah-dan-kawista,"Talas Belitung, Kacang Merah, dan Kawista","Talas Belitung, Kacang Merah, dan Kawista, komposisi unik Batch 8 dengan porsi berbasis TKPI.",breakfast,330.0,"1 porsi (330 g)",approved,0,"Tabel Komposisi Pangan Indonesia 2017",tkpi-weighted-v1,"Kandidat Batch 8. Makro, natrium, nama, dan komposisi diperiksa sebelum approval.",2026-07-28T13:38:38.707Z,2026-07-28T13:38:43.333Z,8
batch-08-002,batch-08-ubi-gadung-kacang-merah-segar-dan-gandaria,"Ubi Gadung, Kacang Merah Segar, dan Gandaria","Ubi Gadung, Kacang Merah Segar, dan Gandaria, komposisi unik Batch 8 dengan porsi berbasis TKPI.",breakfast,330.0,"1 porsi (330 g)",approved,0,"Tabel Komposisi Pangan Indonesia 2017",tkpi-weighted-v1,"Kandidat Batch 8. Makro, natrium, nama, dan komposisi diperiksa sebelum approval.",2026-07-28T13:38:38.707Z,2026-07-28T13:38:43.334Z,8
batch-08-003,batch-08-suweg-kukus-kacang-tolo-dan-erbis,"Suweg Kukus, Kacang Tolo, dan Erbis","Suweg Kukus, Kacang Tolo, dan Erbis, komposisi unik Batch 8 dengan porsi berbasis TKPI.",breakfast,330.0,"1 porsi (330 g)",approved,0,"Tabel Komposisi Pangan Indonesia 2017",tkpi-weighted-v1,"Kandidat Batch 8. Makro, natrium, nama, dan komposisi diperiksa sebelum approval.",2026-07-28T13:38:38.707Z,2026-07-28T13:38:43.334Z,8
batch-08-004,batch-08-talas-bogor-tahu-dan-jambu-biji-putih-tanpa-biji,"Talas Bogor, Tahu, dan Jambu Biji Putih Tanpa Biji","Talas Bogor, Tahu, dan Jambu Biji Putih Tanpa Biji, komposisi unik Batch 8 dengan porsi berbasis TKPI.",breakfast,330.0,"1 porsi (330 g)",approved,0,"Tabel Komposisi Pangan Indonesia 2017",tkpi-weighted-v1,"Kandidat Batch 8. Makro, natrium, nama, dan komposisi diperiksa sebelum approval.",2026-07-28T13:38:38.707Z,2026-07-28T13:38:43.334Z,8
batch-08-005,batch-08-ubi-kuning-kacang-gude-dan-jambu-monyet,"Ubi Kuning, Kacang Gude, dan Jambu Monyet","Ubi Kuning, Kacang Gude, dan Jambu Monyet, komposisi unik Batch 8 dengan porsi berbasis TKPI.",breakfast,330.0,"1 porsi (330 g)",approved,0,"Tabel Komposisi Pangan Indonesia 2017",tkpi-weighted-v1,"Kandidat Batch 8. Makro, natrium, nama, dan komposisi diperiksa sebelum approval.",2026-07-28T13:38:38.708Z,2026-07-28T13:38:43.334Z,8
batch-08-006,batch-08-ubi-ungu-yoghurt-dan-embacang,"Ubi Ungu, Yoghurt, dan Embacang","Ubi Ungu, Yoghurt, dan Embacang, komposisi unik Batch 8 dengan porsi berbasis TKPI.",breakfast,370.0,"1 porsi (370 g)",approved,0,"Tabel Komposisi Pangan Indonesia 2017",tkpi-weighted-v1,"Kandidat Batch 8. Makro, natrium, nama, dan komposisi diperiksa sebelum approval.",2026-07-28T13:38:38.708Z,2026-07-28T13:38:43.334Z,8
batch-08-007,batch-08-singkong-kukus-kacang-tolo-dan-jeruk-keprok,"Singkong Kukus, Kacang Tolo, dan Jeruk Keprok","Singkong Kukus, Kacang Tolo, dan Jeruk Keprok, komposisi unik Batch 8 dengan porsi berbasis TKPI.",breakfast,330.0,"1 porsi (330 g)",approved,0,"Tabel Komposisi Pangan Indonesia 2017",tkpi-weighted-v1,"Kandidat Batch 8. Makro, natrium, nama, dan komposisi diperiksa sebelum approval.",2026-07-28T13:38:38.708Z,2026-07-28T13:38:43.334Z,8
batch-08-008,batch-08-jagung-rebus-kacang-merah-dan-kawista,"Jagung Rebus, Kacang Merah, dan Kawista","Jagung Rebus, Kacang Merah, dan Kawista, komposisi unik Batch 8 dengan porsi berbasis TKPI.",breakfast,300.0,"1 porsi (300 g)",approved,0,"Tabel Komposisi Pangan Indonesia 2017",tkpi-weighted-v1,"Kandidat Batch 8. Makro, natrium, nama, dan komposisi diperiksa sebelum approval.",2026-07-28T13:38:38.708Z,2026-07-28T13:38:43.334Z,8
batch-08-009,batch-08-jagung-pipil-kacang-merah-segar-dan-gandaria,"Jagung Pipil, Kacang Merah Segar, dan Gandaria","Jagung Pipil, Kacang Merah Segar, dan Gandaria, komposisi unik Batch 8 dengan porsi berbasis TKPI.",breakfast,300.0,"1 porsi (300 g)",approved,0,"Tabel Komposisi Pangan Indonesia 2017",tkpi-weighted-v1,"Kandidat Batch 8. Makro, natrium, nama, dan komposisi diperiksa sebelum approval.",2026-07-28T13:38:38.708Z,2026-07-28T13:38:43.334Z,8
batch-08-010,batch-08-roti-susu-skim-dan-erbis,"Roti, Susu Skim, dan Erbis","Roti, Susu Skim, dan Erbis, komposisi unik Batch 8 dengan porsi berbasis TKPI.",breakfast,360.0,"1 porsi (360 g)",approved,0,"Tabel Komposisi Pangan Indonesia 2017",tkpi-weighted-v1,"Kandidat Batch 8. Makro, natrium, nama, dan komposisi diperiksa sebelum approval.",2026-07-28T13:38:38.708Z,2026-07-28T13:38:43.334Z,8
batch-08-011,batch-08-ubi-kukus-kacang-gude-dan-jambu-biji-putih-tanpa-biji,"Ubi Kukus, Kacang Gude, dan Jambu Biji Putih Tanpa Biji","Ubi Kukus, Kacang Gude, dan Jambu Biji Putih Tanpa Biji, komposisi unik Batch 8 dengan porsi berbasis TKPI.",breakfast,330.0,"1 porsi (330 g)",approved,0,"Tabel Komposisi Pangan Indonesia 2017",tkpi-weighted-v1,"Kandidat Batch 8. Makro, natrium, nama, dan komposisi diperiksa sebelum approval.",2026-07-28T13:38:38.708Z,2026-07-28T13:38:43.334Z,8
batch-08-012,batch-08-ubi-rebus-tahu-dan-jambu-monyet,"Ubi Rebus, Tahu, dan Jambu Monyet","Ubi Rebus, Tahu, dan Jambu Monyet, komposisi unik Batch 8 dengan porsi berbasis TKPI.",breakfast,300.0,"1 porsi (300 g)",approved,0,"Tabel Komposisi Pangan Indonesia 2017",tkpi-weighted-v1,"Kandidat Batch 8. Makro, natrium, nama, dan komposisi diperiksa sebelum approval.",2026-07-28T13:38:38.708Z,2026-07-28T13:38:43.334Z,8
batch-08-013,batch-08-talas-belitung-yoghurt-dan-embacang,"Talas Belitung, Yoghurt, dan Embacang","Talas Belitung, Yoghurt, dan Embacang, komposisi unik Batch 8 dengan porsi berbasis TKPI.",breakfast,400.0,"1 porsi (400 g)",approved,0,"Tabel Komposisi Pangan Indonesia 2017",tkpi-weighted-v1,"Kandidat Batch 8. Makro, natrium, nama, dan komposisi diperiksa sebelum approval.",2026-07-28T13:38:38.708Z,2026-07-28T13:38:43.335Z,8
batch-08-014,batch-08-suweg-kukus-kacang-merah-dan-jeruk-keprok,"Suweg Kukus, Kacang Merah, dan Jeruk Keprok","Suweg Kukus, Kacang Merah, dan Jeruk Keprok, komposisi unik Batch 8 dengan porsi berbasis TKPI.",breakfast,330.0,"1 porsi (330 g)",approved,0,"Tabel Komposisi Pangan Indonesia 2017",tkpi-weighted-v1,"Kandidat Batch 8. Makro, natrium, nama, dan komposisi diperiksa sebelum approval.",2026-07-28T13:38:38.708Z,2026-07-28T13:38:43.335Z,8
batch-08-015,batch-08-ubi-gadung-kacang-tolo-dan-kawista,"Ubi Gadung, Kacang Tolo, dan Kawista","Ubi Gadung, Kacang Tolo, dan Kawista, komposisi unik Batch 8 dengan porsi berbasis TKPI.",breakfast,330.0,"1 porsi (330 g)",approved,0,"Tabel Komposisi Pangan Indonesia 2017",tkpi-weighted-v1,"Kandidat Batch 8. Makro, natrium, nama, dan komposisi diperiksa sebelum approval.",2026-07-28T13:38:38.708Z,2026-07-28T13:38:43.335Z,8
