menu_id,menu_name,serving_size_g,energy_kcal,protein_g,fat_g,carbohydrate_g,fiber_g,sodium_mg,meal_type
batch-08-049,"Nasi, Ikan Lais, Daun Katuk Segar, dan Jeruk Keprok",515.0,496.75,33.055,8.355,81.05,,173.0,dinner
batch-08-050,"Nasi Merah, Kedelai Rebus, Daun Kelor Segar, dan Jeruk Keprok",505.0,552.05,30.25,10.41,87.635,21.17,280.45,dinner
batch-08-051,"Nasi, Kacang Belimbing, Bayam Merah Segar, dan Jeruk Keprok",505.0,485.2,21.615,8.99,81.665,10.26,82.35,dinner
batch-08-052,Yoghurt dan Embacang,250.0,199.0,5.4,2.8,42.1,2.85,44.5,snack
batch-08-053,Yoghurt dan Jeruk Keprok,250.0,118.0,4.5,2.95,20.35,2.4,47.5,snack
batch-08-054,Ubi Ungu dan Kawista,200.0,276.0,4.92,3.16,56.8,6.4,11.6,snack
batch-08-055,Talas Bogor dan Gandaria,180.0,164.0,1.9,0.34,40.56,2.76,11.8,snack
batch-08-056,Kacang Merah dan Jambu Biji Putih Tanpa Biji,170.0,152.2,6.23,0.81,32.58,6.7,27.0,snack
batch-08-057,Kacang Merah Segar dan Jambu Monyet,160.0,150.4,6.7,1.2,30.62,3.3,15.6,snack
batch-08-058,Jagung Rebus dan Daging Kelapa Muda,200.0,210.0,6.0,1.6,44.3,0.8,22.9,snack
batch-08-059,Ubi Kukus dan Embacang,230.0,220.6,3.06,0.54,54.9,6.13,12.5,snack
batch-08-060,Tahu dan Jeruk Keprok,180.0,121.8,6.78,5.46,14.58,1.98,10.2,snack
batch-09-001,"Talas Belitung, Kacang Merah, dan Mangga Manalagi",330.0,476.9,11.04,1.42,105.96,15.38,85.3,breakfast
batch-09-002,"Ubi Gadung, Kacang Merah Segar, dan Mangga Kwini",330.0,333.2,9.6,1.75,70.91,10.65,14.8,breakfast
batch-09-003,"Suweg Kukus, Kacang Tolo, dan Kokosan",330.0,335.9,12.41,1.23,63.93,3.47,21.4,breakfast
batch-09-004,"Talas Bogor, Tahu, dan Mangga Gedung",330.0,316.0,10.71,7.45,55.5,2.73,24.1,breakfast
batch-09-005,"Ubi Kuning, Kacang Gude, dan Mangga Golek",330.0,330.6,8.75,1.05,74.4,6.52,18.7,breakfast
batch-09-006,"Ubi Ungu, Yoghurt, dan Kemang",370.0,324.0,7.03,4.19,65.66,3.02,63.2,breakfast
batch-09-007,"Singkong Kukus, Kacang Tolo, dan Mangga Benggala",330.0,402.9,12.76,1.73,85.08,8.47,16.4,breakfast
batch-09-008,"Jagung Rebus, Kacang Merah, dan Mangga Manalagi",300.0,429.8,15.24,1.66,91.02,14.84,80.8,breakfast
batch-09-009,"Jagung Pipil, Kacang Merah Segar, dan Mangga Kwini",300.0,386.0,13.26,5.5,73.64,10.14,11.8,breakfast
batch-09-010,"Roti, Susu Skim, dan Kokosan",360.0,306.8,13.4,1.12,53.2,,396.0,breakfast
batch-09-011,"Ubi Kukus, Kacang Gude, dan Mangga Gedung",330.0,299.6,9.7,1.05,64.7,10.47,28.2,breakfast
batch-09-012,"Ubi Rebus, Tahu, dan Mangga Golek",300.0,373.4,11.14,7.48,69.34,13.42,32.6,breakfast
batch-09-013,"Talas Belitung, Yoghurt, dan Kemang",400.0,343.5,7.75,4.55,69.2,3.2,72.5,breakfast
batch-09-014,"Suweg Kukus, Kacang Merah, dan Mangga Benggala",330.0,328.9,12.89,1.27,67.81,9.23,16.8,breakfast
batch-09-015,"Ubi Gadung, Kacang Tolo, dan Mangga Manalagi",330.0,375.4,10.46,1.43,81.53,13.87,89.4,breakfast
batch-09-016,"Nasi, Ayam Kalasan, Daun Kecipir Segar, dan Kemang",500.0,588.0,44.52,11.32,77.7,,156.0,lunch
batch-09-017,"Nasi Merah, Pepes Mujahir, Daun Kemang Segar, dan Kemang",510.0,421.7,34.89,3.8,66.62,18.86,80.2,lunch
batch-09-018,"Nasi, Ikan Baung, Daun Kenikir Segar, dan Kemang",510.0,483.6,28.02,6.78,77.54,,166.4,lunch
batch-09-019,"Nasi Merah, Pepes Ikan Mas, Daun Kesum Segar, dan Kemang",500.0,490.0,25.52,11.32,78.54,5.66,89.2,lunch
batch-09-020,"Nasi, Ikan Papuyu, Daun Kubis Segar, dan Kemang",510.0,502.8,25.44,8.25,81.69,8.74,391.2,lunch
batch-09-021,"Nasi Merah, Ikan Patin, Daun Labu Waluh Segar, dan Kemang",510.0,424.4,27.31,7.55,63.77,,381.1,lunch
batch-09-022,"Nasi, Cumi, Daun Leilem Segar, dan Kemang",500.0,628.0,42.68,9.04,91.26,8.14,84.0,lunch
batch-09-023,"Nasi Merah, Tahu, Daun Lobak Segar, dan Kemang",520.0,401.8,18.66,9.98,65.0,8.56,47.0,lunch
batch-09-024,"Nasi, Tempe, Daun Lompong Talas Segar, dan Kemang",480.0,553.6,22.6,18.96,79.14,10.58,21.2,lunch
batch-09-025,"Nasi Merah, Kacang Merah, Daun Kecipir Segar, dan Kemang",520.0,488.8,24.66,2.58,96.1,,26.0,lunch
batch-09-026,"Nasi, Kacang Merah Segar, Daun Kemang Segar, dan Kemang",520.0,494.0,25.6,2.16,99.36,22.24,29.2,lunch
batch-09-027,"Nasi Merah, Kacang Tolo, Daun Kenikir Segar, dan Kemang",520.0,454.8,22.46,2.78,86.7,14.56,33.0,lunch
batch-09-028,"Nasi, Kacang Gude, Daun Kesum Segar, dan Kemang",520.0,507.0,22.6,2.66,105.36,8.54,39.2,lunch
batch-09-029,"Nasi Merah, Mujahir Goreng, Daun Kubis Segar, dan Kemang",480.0,578.4,37.5,17.22,66.9,8.86,140.4,lunch
batch-09-030,"Nasi, Bebek Goreng, Daun Labu Waluh Segar, dan Kemang",490.0,542.0,28.6,16.25,71.81,7.74,59.0,lunch
batch-09-031,"Nasi Merah, Ikan Lais, Daun Leilem Segar, dan Kemang",510.0,511.1,25.71,6.93,87.36,,147.8,lunch
batch-09-032,"Nasi, Kedelai Rebus, Daun Lobak Segar, dan Kemang",500.0,475.2,25.36,7.92,81.42,9.62,180.0,lunch
batch-09-033,"Nasi Merah, Kacang Belimbing, Daun Lompong Talas Segar, dan Kemang",500.0,478.0,23.88,9.32,79.7,12.5,48.4,lunch
batch-09-034,"Nasi Merah, Ayam Kalasan, Daun Kemang Segar, dan Mangga Benggala",505.0,527.75,45.63,10.65,65.625,24.61,162.5,dinner
batch-09-035,"Nasi, Pepes Mujahir, Daun Kenikir Segar, dan Mangga Benggala",515.0,462.85,32.285,4.21,71.38,18.78,66.6,dinner
batch-09-036,"Nasi Merah, Ikan Baung, Daun Kesum Segar, dan Mangga Benggala",515.0,454.9,30.51,7.53,72.59,,175.5,dinner
batch-09-037,"Nasi, Pepes Ikan Mas, Daun Kubis Segar, dan Mangga Benggala",505.0,529.95,22.6,11.625,82.63,13.875,169.6,dinner
batch-09-038,"Nasi Merah, Ikan Papuyu, Daun Labu Waluh Segar, dan Mangga Benggala",515.0,430.9,28.36,7.345,63.745,12.51,315.7,dinner
batch-09-039,"Nasi, Ikan Patin, Daun Leilem Segar, dan Mangga Benggala",515.0,550.6,26.735,6.525,94.595,,339.45,dinner
batch-09-040,"Nasi Merah, Cumi, Daun Lobak Segar, dan Mangga Benggala",505.0,491.65,40.99,9.295,60.91,13.17,108.2,dinner
batch-09-041,"Nasi, Tahu, Daun Lompong Talas Segar, dan Mangga Benggala",525.0,467.05,21.515,10.565,74.835,13.375,17.35,dinner
batch-09-042,"Nasi Merah, Tempe, Daun Kecipir Segar, dan Mangga Benggala",485.0,526.1,27.48,17.34,71.14,,32.7,dinner
batch-09-043,"Nasi, Kacang Merah, Daun Kemang Segar, dan Mangga Benggala",525.0,505.7,27.585,2.245,99.47,26.97,31.8,dinner
batch-09-044,"Nasi Merah, Kacang Merah Segar, Daun Kenikir Segar, dan Mangga Benggala",525.0,462.7,23.12,2.89,86.135,22.215,27.4,dinner
batch-09-045,"Nasi, Kacang Tolo, Daun Kesum Segar, dan Mangga Benggala",525.0,497.7,25.765,3.535,97.67,10.395,40.65,dinner
batch-09-046,"Nasi Merah, Kacang Gude, Daun Kubis Segar, dan Mangga Benggala",525.0,478.75,19.53,3.735,91.875,16.84,131.8,dinner
batch-09-047,"Nasi, Mujahir Goreng, Daun Labu Waluh Segar, dan Mangga Benggala",485.0,564.6,39.415,15.195,66.08,12.4,69.0,dinner
batch-09-048,"Nasi Merah, Bebek Goreng, Daun Leilem Segar, dan Mangga Benggala",495.0,589.1,27.24,14.735,85.835,12.95,43.8,dinner
batch-09-049,"Nasi, Ikan Lais, Daun Lobak Segar, dan Mangga Benggala",515.0,451.95,25.635,7.135,73.53,,160.0,dinner
batch-09-050,"Nasi Merah, Kedelai Rebus, Daun Lompong Talas Segar, dan Mangga Benggala",505.0,465.45,27.23,8.75,73.955,14.59,150.85,dinner
batch-09-051,"Nasi, Kacang Belimbing, Daun Kecipir Segar, dan Mangga Benggala",505.0,528.4,29.375,8.43,88.005,,49.55,dinner
batch-09-052,Yoghurt dan Kemang,250.0,124.0,4.8,2.8,21.85,2.55,43.0,snack
batch-09-053,Yoghurt dan Mangga Benggala,250.0,146.5,6.9,3.1,22.6,8.7,44.5,snack
batch-09-054,Ubi Ungu dan Mangga Manalagi,200.0,291.6,1.92,0.28,70.36,15.04,84.8,snack
batch-09-055,Talas Bogor dan Kokosan,180.0,182.0,2.8,0.44,35.56,1.96,10.8,snack
batch-09-056,Kacang Merah dan Mangga Gedung,170.0,131.8,5.99,0.69,27.54,3.22,5.4,snack
batch-09-057,Kacang Merah Segar dan Mangga Golek,160.0,149.4,6.5,0.8,31.52,4.4,6.6,snack
batch-09-058,Jagung Rebus dan Mangga Harumanis,200.0,188.0,5.4,0.9,42.2,2.5,7.0,snack
batch-09-059,Ubi Kukus dan Kemang,230.0,145.6,2.46,0.54,34.65,5.83,11.0,snack
batch-09-060,Tahu dan Mangga Benggala,180.0,144.6,8.7,5.58,16.38,7.02,7.8,snack
batch-10-001,"Talas Belitung, Kacang Merah, dan Pisang Gapi",330.0,474.9,11.64,1.42,104.96,15.28,21.3,breakfast
batch-10-002,"Ubi Gadung, Kacang Merah Segar, dan Pisang Ayam",330.0,367.2,10.0,1.45,77.91,8.25,19.8,breakfast
batch-10-003,"Suweg Kukus, Kacang Tolo, dan Pisang Angleng",330.0,317.9,12.11,1.23,68.13,2.87,42.4,breakfast
batch-10-004,"Talas Bogor, Tahu, dan Mangga Kopek",330.0,328.0,10.41,7.45,58.9,3.13,24.1,breakfast
batch-10-005,"Ubi Kuning, Kacang Gude, dan Mangga Muda",330.0,326.6,8.75,1.25,72.8,,17.7,breakfast
batch-10-006,"Ubi Ungu, Yoghurt, dan Mangga Indramayu",370.0,348.0,6.83,4.19,72.46,3.82,64.2,breakfast
batch-10-007,"Singkong Kukus, Kacang Tolo, dan Matoa",330.0,429.9,11.56,1.43,93.78,3.17,23.4,breakfast
batch-10-008,"Jagung Rebus, Kacang Merah, dan Pisang Gapi",300.0,427.8,15.84,1.66,90.02,14.74,16.8,breakfast
batch-10-009,"Jagung Pipil, Kacang Merah Segar, dan Pisang Ayam",300.0,420.0,13.66,5.2,80.64,7.74,16.8,breakfast
batch-10-010,"Roti, Susu Skim, dan Pisang Angleng",360.0,288.8,13.1,1.12,57.4,,417.0,breakfast
batch-10-011,"Ubi Kukus, Kacang Gude, dan Mangga Kopek",330.0,311.6,9.4,1.05,68.1,10.87,28.2,breakfast
batch-10-012,"Ubi Rebus, Tahu, dan Mangga Muda",300.0,369.4,11.14,7.68,67.74,,31.6,breakfast
batch-10-013,"Talas Belitung, Yoghurt, dan Mangga Indramayu",400.0,367.5,7.55,4.55,76.0,4.0,73.5,breakfast
batch-10-014,"Suweg Kukus, Kacang Merah, dan Matoa",330.0,355.9,11.69,0.97,76.51,3.93,23.8,breakfast
batch-10-015,"Ubi Gadung, Kacang Tolo, dan Pisang Gapi",330.0,373.4,11.06,1.43,80.53,13.77,25.4,breakfast
batch-10-016,"Nasi, Ayam Kalasan, Daun Pakis Longgiho Segar, dan Mangga Indramayu",500.0,616.0,38.72,17.52,73.7,6.94,285.0,lunch
batch-10-017,"Nasi Merah, Pepes Mujahir, Daun Pakis Wambateu Segar, dan Mangga Indramayu",510.0,465.7,30.49,5.6,72.82,12.46,101.2,lunch
batch-10-018,"Nasi, Ikan Baung, Daun Paku Segar, dan Mangga Indramayu",510.0,475.6,27.22,5.98,84.14,,193.4,lunch
batch-10-019,"Nasi Merah, Pepes Ikan Mas, Daun Pare Segar, dan Mangga Indramayu",500.0,516.0,21.72,11.72,83.94,9.26,82.2,lunch
batch-10-020,"Nasi, Ikan Papuyu, Daun Pepaya Segar, dan Mangga Indramayu",510.0,598.8,36.24,10.05,96.29,5.74,300.2,lunch
batch-10-021,"Nasi Merah, Ikan Patin, Daun Selasih Segar, dan Mangga Indramayu",510.0,504.4,27.91,7.35,82.57,,356.1,lunch
batch-10-022,"Nasi, Cumi, Daun Semanggi Segar, dan Mangga Indramayu",500.0,590.0,45.68,9.64,83.46,6.54,201.0,lunch
batch-10-023,"Nasi Merah, Tahu, Daun Singkong Segar, dan Mangga Indramayu",520.0,465.8,26.26,11.38,74.4,7.76,50.0,lunch
batch-10-024,"Nasi, Tempe, Daun Sintrong Segar, dan Mangga Indramayu",480.0,561.6,21.6,19.16,83.34,8.18,144.2,lunch
batch-10-025,"Nasi Merah, Kacang Merah, Daun Pakis Longgiho Segar, dan Mangga Indramayu",520.0,516.8,18.86,8.78,92.1,9.66,155.0,lunch
batch-10-026,"Nasi, Kacang Merah Segar, Daun Pakis Wambateu Segar, dan Mangga Indramayu",520.0,538.0,21.2,3.96,105.56,15.84,50.2,lunch
batch-10-027,"Nasi Merah, Kacang Tolo, Daun Paku Segar, dan Mangga Indramayu",520.0,446.8,21.66,1.98,93.3,12.36,60.0,lunch
batch-10-028,"Nasi, Kacang Gude, Daun Pare Segar, dan Mangga Indramayu",520.0,533.0,18.8,3.06,110.76,12.14,32.2,lunch
batch-10-029,"Nasi Merah, Mujahir Goreng, Daun Pepaya Segar, dan Mangga Indramayu",470.0,632.8,43.61,16.63,81.5,5.86,44.0,lunch
batch-10-030,"Nasi, Bebek Goreng, Daun Selasih Segar, dan Mangga Indramayu",490.0,622.0,29.2,16.05,90.61,13.34,34.0,lunch
batch-10-031,"Nasi Merah, Ikan Lais, Daun Semanggi Segar, dan Mangga Indramayu",510.0,473.1,28.71,7.53,79.56,,264.8,lunch
batch-10-032,"Nasi, Kedelai Rebus, Daun Singkong Segar, dan Mangga Indramayu",500.0,539.2,32.96,9.32,90.82,8.82,183.0,lunch
batch-10-033,"Nasi Merah, Kacang Belimbing, Daun Sintrong Segar, dan Mangga Indramayu",500.0,486.0,22.88,9.52,83.9,10.1,171.4,lunch
batch-10-034,"Nasi Merah, Ayam Kalasan, Daun Pakis Wambateu Segar, dan Matoa",505.0,576.75,39.81,12.33,73.665,11.39,191.5,dinner
batch-10-035,"Nasi, Pepes Mujahir, Daun Paku Segar, dan Matoa",515.0,454.65,30.425,3.03,79.86,10.18,102.2,dinner
batch-10-036,"Nasi Merah, Ikan Baung, Daun Pare Segar, dan Matoa",515.0,484.1,25.35,7.67,79.75,,173.7,dinner
batch-10-037,"Nasi, Pepes Ikan Mas, Daun Pepaya Segar, dan Matoa",505.0,636.15,33.5,13.305,99.91,4.395,75.4,dinner
batch-10-038,"Nasi Merah, Ikan Papuyu, Daun Selasih Segar, dan Matoa",515.0,519.5,28.04,6.825,85.645,12.49,294.1,dinner
batch-10-039,"Nasi, Ikan Patin, Daun Semanggi Segar, dan Matoa",515.0,509.4,29.055,6.885,87.235,,474.05,dinner
batch-10-040,"Nasi Merah, Cumi, Daun Singkong Segar, dan Matoa",505.0,562.65,48.37,10.535,72.47,6.11,117.4,dinner
batch-10-041,"Nasi, Tahu, Daun Sintrong Segar, dan Matoa",525.0,476.45,19.435,10.485,80.675,4.555,158.55,dinner
batch-10-042,"Nasi Merah, Tempe, Daun Pakis Longgiho Segar, dan Matoa",485.0,557.5,20.12,23.86,67.96,7.32,180.5,dinner
batch-10-043,"Nasi, Kacang Merah, Daun Pakis Wambateu Segar, dan Matoa",525.0,554.7,21.765,3.925,107.51,13.75,60.8,dinner
batch-10-044,"Nasi Merah, Kacang Merah Segar, Daun Paku Segar, dan Matoa",525.0,454.5,21.26,1.71,94.615,13.615,63.0,dinner
batch-10-045,"Nasi, Kacang Tolo, Daun Pare Segar, dan Matoa",525.0,526.9,20.605,3.675,104.83,8.175,38.85,dinner
batch-10-046,"Nasi Merah, Kacang Gude, Daun Pepaya Segar, dan Matoa",525.0,584.95,30.43,5.415,109.155,7.36,37.6,dinner
batch-10-047,"Nasi, Mujahir Goreng, Daun Selasih Segar, dan Matoa",480.0,632.4,36.75,13.48,87.98,12.38,44.7,dinner
batch-10-048,"Nasi Merah, Bebek Goreng, Daun Semanggi Segar, dan Matoa",495.0,547.9,29.56,15.095,78.475,5.01,178.4,dinner
batch-10-049,"Nasi, Ikan Lais, Daun Singkong Segar, dan Matoa",515.0,522.95,33.015,8.375,85.09,,169.2,dinner
batch-10-050,"Nasi Merah, Kedelai Rebus, Daun Sintrong Segar, dan Matoa",505.0,474.85,25.15,8.67,79.795,5.77,292.05,dinner
batch-10-051,"Nasi, Kacang Belimbing, Daun Pakis Longgiho Segar, dan Matoa",505.0,559.8,22.015,14.95,84.825,8.94,197.35,dinner
batch-10-052,Yoghurt dan Mangga Indramayu,250.0,160.0,4.5,2.8,32.05,3.75,44.5,snack
batch-10-053,Yoghurt dan Matoa,250.0,187.0,5.1,2.65,35.65,0.75,55.0,snack
batch-10-054,Ubi Ungu dan Pisang Gapi,200.0,289.2,2.64,0.28,69.16,14.92,8.0,snack
batch-10-055,Talas Bogor dan Pisang Ayam,200.0,240.0,2.52,0.48,54.72,5.48,16.0,snack
batch-10-056,Kacang Merah dan Pisang Angleng,170.0,160.6,6.71,0.69,34.74,2.26,30.6,snack
batch-10-057,Kacang Merah Segar dan Mangga Muda,160.0,145.4,6.5,1.0,29.92,,5.6,snack
batch-10-058,Jagung Rebus dan Nanas Segar,200.0,182.0,5.6,1.0,40.2,1.4,23.0,snack
batch-10-059,Ubi Kukus dan Mangga Indramayu,230.0,181.6,2.16,0.54,44.85,7.03,12.5,snack
batch-10-060,Tahu dan Matoa,180.0,177.0,7.26,5.22,26.82,0.66,16.2,snack
batch-11-001,"Talas Belitung, Kacang Merah, dan Pisang Mas Bali Kopang",330.0,470.9,11.44,1.52,105.66,7.28,58.3,breakfast
batch-11-002,"Ubi Gadung, Kacang Merah Segar, dan Pisang Raja Sereh",330.0,355.2,10.2,1.55,79.31,4.85,44.8,breakfast
batch-11-003,"Suweg Kukus, Kacang Tolo, dan Rambutan Binjai",330.0,325.9,11.31,1.23,68.93,5.87,41.4,breakfast
batch-11-004,"Talas Bogor, Tahu, dan Salak Medan",330.0,327.0,10.41,7.45,57.1,4.33,61.1,breakfast
batch-11-005,"Ubi Kuning, Kacang Gude, dan Sawo Duren",330.0,331.6,9.25,3.95,65.7,5.02,28.7,breakfast
batch-11-006,"Ubi Ungu, Yoghurt, dan Rambutan",370.0,345.0,6.93,4.09,71.86,2.12,77.2,breakfast
batch-11-007,"Singkong Kukus, Kacang Tolo, dan Sirsak",330.0,404.9,11.36,1.63,88.98,5.87,15.4,breakfast
batch-11-008,"Jagung Rebus, Kacang Merah, dan Pisang Mas Bali Kopang",300.0,423.8,15.64,1.76,90.72,6.74,53.8,breakfast
batch-11-009,"Jagung Pipil, Kacang Merah Segar, dan Pisang Raja Sereh",300.0,408.0,13.86,5.3,82.04,4.34,41.8,breakfast
batch-11-010,"Roti, Susu Skim, dan Rambutan Binjai",360.0,296.8,12.3,1.12,58.2,,416.0,breakfast
batch-11-011,"Ubi Kukus, Kacang Gude, dan Salak Medan",330.0,310.6,9.4,1.05,66.3,12.07,65.2,breakfast
batch-11-012,"Ubi Rebus, Tahu, dan Sawo Duren",300.0,374.4,11.64,10.38,60.64,11.92,42.6,breakfast
batch-11-013,"Talas Belitung, Yoghurt, dan Rambutan",400.0,364.5,7.65,4.45,75.4,2.3,86.5,breakfast
batch-11-014,"Suweg Kukus, Kacang Merah, dan Sirsak",330.0,330.9,11.49,1.17,71.71,6.63,15.8,breakfast
batch-11-015,"Ubi Gadung, Kacang Tolo, dan Pisang Mas Bali Kopang",330.0,369.4,10.86,1.53,81.23,5.77,62.4,breakfast
batch-11-016,"Nasi, Ayam Kalasan, Daun Talas Segar, dan Rambutan",500.0,623.0,40.42,11.02,93.9,7.04,166.0,lunch
batch-11-017,"Nasi Merah, Pepes Mujahir, Daun Tespong Segar, dan Rambutan",510.0,496.7,29.59,3.7,85.62,5.76,218.2,lunch
batch-11-018,"Nasi, Ikan Baung, Daun Ubi Kuning Segar, dan Rambutan",510.0,538.6,27.92,6.28,92.74,,188.4,lunch
batch-11-019,"Nasi Merah, Pepes Ikan Mas, Daun Ubi Merah Segar, dan Rambutan",500.0,511.0,22.42,10.22,88.14,4.36,147.2,lunch
batch-11-020,"Nasi, Ikan Papuyu, Daun Ubi Putih Segar, dan Rambutan",510.0,513.8,25.94,6.35,88.29,10.64,325.2,lunch
batch-11-021,"Nasi Merah, Ikan Patin, Daun Ubi Tinta Segar, dan Rambutan",510.0,487.4,23.41,6.45,84.77,,383.1,lunch
batch-11-022,"Nasi, Cumi, Eceng Segar, dan Rambutan",500.0,535.0,38.98,8.94,73.46,4.64,176.0,lunch
batch-11-023,"Nasi Merah, Tahu, Genjer Segar, dan Rambutan",520.0,432.8,17.36,9.48,75.0,6.26,157.0,lunch
batch-11-024,"Nasi, Tempe, Jamur Kuping Segar, dan Rambutan",480.0,528.6,24.1,18.46,72.34,13.28,63.2,lunch
batch-11-025,"Nasi Merah, Kacang Merah, Daun Talas Segar, dan Rambutan",520.0,523.8,20.56,2.28,112.3,9.76,36.0,lunch
batch-11-026,"Nasi, Kacang Merah Segar, Daun Tespong Segar, dan Rambutan",520.0,569.0,20.3,2.06,118.36,9.14,167.2,lunch
batch-11-027,"Nasi Merah, Kacang Tolo, Daun Ubi Kuning Segar, dan Rambutan",520.0,509.8,22.36,2.28,101.9,14.86,55.0,lunch
batch-11-028,"Nasi, Kacang Gude, Daun Ubi Merah Segar, dan Rambutan",520.0,528.0,19.5,1.56,114.96,7.24,97.2,lunch
batch-11-029,"Nasi Merah, Mujahir Goreng, Daun Ubi Putih Segar, dan Rambutan",470.0,547.8,33.31,12.93,73.5,10.76,69.0,lunch
batch-11-030,"Nasi, Bebek Goreng, Daun Ubi Tinta Segar, dan Rambutan",490.0,605.0,24.7,15.15,92.81,16.24,61.0,lunch
batch-11-031,"Nasi Merah, Ikan Lais, Eceng Segar, dan Rambutan",510.0,418.1,22.01,6.83,69.56,,239.8,lunch
batch-11-032,"Nasi, Kedelai Rebus, Genjer Segar, dan Rambutan",500.0,506.2,24.06,7.42,91.42,7.32,290.0,lunch
batch-11-033,"Nasi Merah, Kacang Belimbing, Jamur Kuping Segar, dan Rambutan",500.0,453.0,25.38,8.82,72.9,15.2,90.4,lunch
batch-11-034,"Nasi Merah, Ayam Kalasan, Daun Tespong Segar, dan Sirsak",505.0,589.15,38.51,10.55,83.605,8.59,297.9,dinner
batch-11-035,"Nasi, Pepes Mujahir, Daun Ubi Kuning Segar, dan Sirsak",515.0,502.25,30.885,3.67,85.18,17.5,74.4,dinner
batch-11-036,"Nasi Merah, Ikan Baung, Daun Ubi Merah Segar, dan Sirsak",515.0,456.9,25.81,6.33,80.23,,222.9,dinner
batch-11-037,"Nasi, Pepes Ikan Mas, Daun Ubi Putih Segar, dan Sirsak",505.0,520.95,21.86,9.545,86.97,14.355,80.6,dinner
batch-11-038,"Nasi Merah, Ikan Papuyu, Daun Ubi Tinta Segar, dan Sirsak",515.0,479.1,22.78,6.145,83.925,20.25,301.5,dinner
batch-11-039,"Nasi, Ikan Patin, Eceng Segar, dan Sirsak",515.0,427.2,21.375,6.425,72.095,,424.25,dinner
batch-11-040,"Nasi Merah, Cumi, Genjer Segar, dan Sirsak",505.0,504.65,38.27,8.755,68.99,9.03,212.8,dinner
batch-11-041,"Nasi, Tahu, Jamur Kuping Segar, dan Sirsak",525.0,418.45,21.875,10.025,64.435,14.735,47.15,dinner
batch-11-042,"Nasi Merah, Tempe, Daun Talas Segar, dan Sirsak",485.0,543.5,21.68,17.02,86.04,12.0,27.3,dinner
batch-11-043,"Nasi, Kacang Merah, Daun Tespong Segar, dan Sirsak",525.0,567.1,20.465,2.145,117.45,10.95,167.2,dinner
batch-11-044,"Nasi Merah, Kacang Merah Segar, Daun Ubi Kuning Segar, dan Sirsak",525.0,502.1,21.72,2.35,99.935,20.935,35.2,dinner
batch-11-045,"Nasi, Kacang Tolo, Daun Ubi Merah Segar, dan Sirsak",525.0,499.7,21.065,2.335,105.31,7.355,88.05,dinner
batch-11-046,"Nasi Merah, Kacang Gude, Daun Ubi Putih Segar, dan Sirsak",525.0,469.75,18.79,1.655,96.215,17.32,42.8,dinner
batch-11-047,"Nasi, Mujahir Goreng, Daun Ubi Tinta Segar, dan Sirsak",480.0,592.0,31.49,12.8,86.26,20.14,52.1,dinner
batch-11-048,"Nasi Merah, Bebek Goreng, Eceng Segar, dan Sirsak",495.0,465.7,21.88,14.635,63.335,7.49,128.6,dinner
batch-11-049,"Nasi, Ikan Lais, Genjer Segar, dan Sirsak",515.0,464.95,22.915,6.595,81.61,,264.6,dinner
batch-11-050,"Nasi Merah, Kedelai Rebus, Jamur Kuping Segar, dan Sirsak",505.0,416.85,27.59,8.21,63.555,15.95,180.65,dinner
batch-11-051,"Nasi, Kacang Belimbing, Daun Talas Segar, dan Sirsak",505.0,545.8,23.575,8.11,102.905,13.62,44.15,dinner
batch-11-052,Yoghurt dan Rambutan,250.0,155.5,4.65,2.65,31.15,1.2,64.0,snack
batch-11-053,Yoghurt dan Sirsak,250.0,149.5,4.8,2.95,28.45,4.8,43.0,snack
batch-11-054,Ubi Ungu dan Pisang Mas Bali Kopang,200.0,284.4,2.4,0.4,70.0,5.32,52.4,snack
batch-11-055,Talas Bogor dan Pisang Raja Sereh,200.0,225.6,2.76,0.6,56.4,1.4,46.0,snack
batch-11-056,Kacang Merah dan Rambutan Binjai,170.0,170.2,5.75,0.69,35.7,5.86,29.4,snack
batch-11-057,Kacang Merah Segar dan Salak Medan,160.0,141.4,6.4,0.8,27.62,5.3,42.6,snack
batch-11-058,Jagung Rebus dan Sawo Manila,200.0,234.0,5.5,1.8,52.7,10.3,31.0,snack
batch-11-059,Ubi Kukus dan Rambutan,230.0,177.1,2.31,0.39,43.95,4.48,32.0,snack
batch-11-060,Tahu dan Sirsak,180.0,147.0,7.02,5.46,21.06,3.9,6.6,snack
pilot-003,"Ubi Kuning, Yoghurt, dan Apel",400.0,285.0,6.5,4.6,54.5,2.3,68.1,breakfast
pilot-004,"Ubi Cilembu, Kacang Merah, dan Melon",300.0,386.6,11.12,1.36,83.52,7.16,33.0,breakfast
pilot-005,"Jagung, Tahu, dan Jeruk",300.0,321.8,13.22,11.2,47.28,2.32,15.6,breakfast
pilot-009,"Nasi, Ayam Kalasan, Bayam, dan Melon",500.0,533.0,36.72,11.92,68.2,3.64,199.0,lunch
pilot-010,"Nasi Merah, Ikan Baung, Buncis, dan Apel",510.0,425.4,24.28,6.5,69.28,,174.8,lunch
pilot-012,"Nasi Merah, Pepes Mujahir, Wortel, dan Jeruk",510.0,388.7,25.19,4.2,63.52,3.36,144.2,lunch
pilot-015,"Nasi, Ayam Taliwang, Daun Singkong, dan Nanas",500.0,547.2,26.26,17.84,72.82,,439.8,lunch
pilot-017,"Nasi, Ikan Patin, Kangkung, dan Nanas",510.0,447.6,25.05,7.43,71.13,,411.3,lunch
